MapNumber,20
MapTip,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
MapTip,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
MapTip,1,11,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1
MapTip,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
MapTip,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,10,1,12,3,1,3,1,1,1,3,1,1,1,1,1,1,1
MapTip,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
