MapNumber,11
MapTip,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
MapTip,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
MapTip,1,0,0,0,3,1,1,1,1,1,1,0,0,0,0,0,0,1
MapTip,1,1,10,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MapTip,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
