MapNumber,5
MapTip,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MapTip,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
