MapNumber,6
MapTip,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MapTip,1,10,1,12,2,0,0,0,0,0,0,1,1,1,1,1,11,1
MapTip,1,1,1,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1
MapTip,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1
MapTip,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MapTip,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
